model,solver,n_obj,steps
T=5 dt=0.5,Tsit5,8,45
T=5 dt=0.5,Tsit5,10,40
T=5 dt=0.5,Tsit5,5,46
T=5 dt=0.5,Tsit5,8,41
T=5 dt=0.5,Tsit5,4,36
T=5 dt=0.5,Tsit5,10,44
T=5 dt=0.5,Tsit5,6,48
T=5 dt=0.5,Tsit5,6,50
T=5 dt=0.5,Tsit5,8,58
T=5 dt=0.5,Tsit5,4,27
T=5 dt=0.5,Tsit5,9,48
T=5 dt=0.5,Tsit5,7,39
T=5 dt=0.5,Tsit5,8,41
T=5 dt=0.5,Tsit5,9,39
T=5 dt=0.5,Tsit5,6,49
T=5 dt=0.5,Tsit5,4,52
T=5 dt=0.5,Tsit5,6,45
T=5 dt=0.5,Tsit5,10,55
T=5 dt=0.5,Tsit5,9,53
T=5 dt=0.5,Tsit5,5,47
T=5 dt=0.5,Tsit5,8,54
T=5 dt=0.5,Tsit5,9,48
T=5 dt=0.5,Tsit5,5,45
T=5 dt=0.5,Tsit5,6,48
T=5 dt=0.5,Tsit5,8,55
T=5 dt=0.5,Tsit5,9,53
T=5 dt=0.5,Tsit5,9,55
T=5 dt=0.5,Tsit5,7,53
T=5 dt=0.5,Tsit5,3,45
T=5 dt=0.5,Tsit5,3,48
T=5 dt=0.5,Tsit5,5,42
T=5 dt=0.5,Tsit5,3,18
T=5 dt=0.5,Tsit5,9,55
T=5 dt=0.5,Tsit5,6,42
T=5 dt=0.5,Tsit5,5,32
T=5 dt=0.5,Tsit5,3,33
T=5 dt=0.5,Tsit5,8,38
T=5 dt=0.5,Tsit5,5,55
T=5 dt=0.5,Tsit5,3,54
T=5 dt=0.5,Tsit5,5,28
T=5 dt=0.5,Tsit5,7,43
T=5 dt=0.5,Tsit5,5,50
T=5 dt=0.5,Tsit5,7,45
T=5 dt=0.5,Tsit5,3,41
T=5 dt=0.5,Tsit5,7,60
T=5 dt=0.5,Tsit5,8,46
T=5 dt=0.5,Tsit5,4,45
T=5 dt=0.5,Tsit5,4,34
T=5 dt=0.5,Tsit5,9,46
T=5 dt=0.5,Tsit5,5,51
T=5 dt=0.5,Tsit5,8,52
T=5 dt=0.5,Tsit5,3,49
T=5 dt=0.5,Tsit5,3,28
T=5 dt=0.5,Tsit5,7,44
T=5 dt=0.5,Tsit5,10,54
T=5 dt=0.5,Tsit5,3,46
T=5 dt=0.5,Tsit5,8,57
T=5 dt=0.5,Tsit5,7,41
T=5 dt=0.5,Tsit5,10,43
T=5 dt=0.5,Tsit5,4,38
T=5 dt=0.5,Tsit5,7,47
T=5 dt=0.5,Tsit5,7,40
T=5 dt=0.5,Tsit5,6,48
T=5 dt=0.5,Tsit5,5,20
T=5 dt=0.5,Tsit5,4,42
T=5 dt=0.5,Tsit5,10,47
T=5 dt=0.5,Tsit5,8,34
T=5 dt=0.5,Tsit5,8,53
T=5 dt=0.5,Tsit5,3,37
T=5 dt=0.5,Tsit5,6,29
T=5 dt=0.5,Tsit5,3,22
T=5 dt=0.5,Tsit5,3,33
T=5 dt=0.5,Tsit5,9,49
T=5 dt=0.5,Tsit5,10,54
T=5 dt=0.5,Tsit5,9,51
T=5 dt=0.5,Tsit5,8,51
T=5 dt=0.5,Tsit5,7,38
T=5 dt=0.5,Tsit5,3,38
T=5 dt=0.5,Tsit5,9,48
T=5 dt=0.5,Tsit5,7,44
T=5 dt=0.5,Tsit5,7,47
T=5 dt=0.5,Tsit5,3,51
T=5 dt=0.5,Tsit5,9,43
T=5 dt=0.5,Tsit5,7,58
T=5 dt=0.5,Tsit5,6,55
T=5 dt=0.5,Tsit5,6,35
T=5 dt=0.5,Tsit5,9,49
T=5 dt=0.5,Tsit5,10,51
T=5 dt=0.5,Tsit5,4,29
T=5 dt=0.5,Tsit5,9,56
T=5 dt=0.5,Tsit5,9,46
T=5 dt=0.5,Tsit5,5,42
T=5 dt=0.5,Tsit5,5,44
T=5 dt=0.5,Tsit5,10,37
T=5 dt=0.5,Tsit5,5,34
T=5 dt=0.5,Tsit5,8,53
T=5 dt=0.5,Tsit5,4,66
T=5 dt=0.5,Tsit5,7,64
T=5 dt=0.5,Tsit5,6,54
T=5 dt=0.5,Tsit5,3,24
T=5 dt=0.5,Tsit5,7,54
T=5 dt=0.5,Tsit5,5,35
T=5 dt=0.5,Tsit5,3,43
T=5 dt=0.5,Tsit5,9,48
T=5 dt=0.5,Tsit5,5,39
T=5 dt=0.5,Tsit5,7,45
T=5 dt=0.5,Tsit5,5,50
T=5 dt=0.5,Tsit5,6,45
T=5 dt=0.5,Tsit5,6,49
T=5 dt=0.5,Tsit5,8,61
T=5 dt=0.5,Tsit5,4,34
T=5 dt=0.5,Tsit5,6,47
T=5 dt=0.5,Tsit5,6,38
T=5 dt=0.5,Tsit5,4,39
T=5 dt=0.5,Tsit5,7,64
T=5 dt=0.5,Tsit5,8,49
T=5 dt=0.5,Tsit5,5,61
T=5 dt=0.5,Tsit5,5,34
T=5 dt=0.5,Tsit5,10,44
T=5 dt=0.5,Tsit5,7,36
T=5 dt=0.5,Tsit5,4,36
T=5 dt=0.5,Tsit5,6,37
T=5 dt=0.5,Tsit5,9,50
T=5 dt=0.5,Tsit5,4,30
T=5 dt=0.5,Tsit5,10,60
T=5 dt=0.5,Tsit5,4,45
T=5 dt=0.5,Tsit5,4,38
T=5 dt=0.5,Tsit5,7,47
T=5 dt=0.5,Tsit5,3,42
T=5 dt=0.5,Tsit5,5,39
T=5 dt=0.5,Tsit5,5,49
T=5 dt=0.5,Tsit5,5,43
T=5 dt=0.5,Tsit5,6,45
T=5 dt=0.5,Tsit5,5,31
T=5 dt=0.5,Tsit5,3,37
T=5 dt=0.5,Tsit5,6,39
T=5 dt=0.5,Tsit5,9,43
T=5 dt=0.5,Tsit5,8,40
T=5 dt=0.5,Tsit5,10,40
T=5 dt=0.5,Tsit5,10,42
T=5 dt=0.5,Tsit5,3,38
T=5 dt=0.5,Tsit5,3,51
T=5 dt=0.5,Tsit5,4,27
T=5 dt=0.5,Tsit5,3,47
T=5 dt=0.5,Tsit5,3,51
T=5 dt=0.5,Tsit5,7,59
T=5 dt=0.5,Tsit5,5,48
T=5 dt=0.5,Tsit5,8,54
T=5 dt=0.5,Tsit5,9,55
T=5 dt=0.5,Tsit5,10,32
T=5 dt=0.5,Tsit5,7,47
T=5 dt=0.5,Tsit5,6,43
T=5 dt=0.5,Tsit5,4,33
T=5 dt=0.5,Tsit5,5,45
T=5 dt=0.5,Tsit5,7,62
T=5 dt=0.5,Tsit5,8,67
T=5 dt=0.5,Tsit5,5,50
T=5 dt=0.5,Tsit5,10,62
T=5 dt=0.5,Tsit5,6,52
T=5 dt=0.5,Tsit5,6,43
T=5 dt=0.5,Tsit5,8,53
T=5 dt=0.5,Tsit5,5,53
T=5 dt=0.5,Tsit5,6,44
T=5 dt=0.5,Tsit5,5,36
T=5 dt=0.5,Tsit5,3,46
T=5 dt=0.5,Tsit5,8,52
T=5 dt=0.5,Tsit5,7,53
T=5 dt=0.5,Tsit5,6,40
T=5 dt=0.5,Tsit5,6,38
T=5 dt=0.5,Tsit5,7,44
T=5 dt=0.5,Tsit5,6,53
T=5 dt=0.5,Tsit5,6,42
T=5 dt=0.5,Tsit5,3,55
T=5 dt=0.5,Tsit5,4,30
T=5 dt=0.5,Tsit5,4,48
T=5 dt=0.5,Tsit5,5,54
T=5 dt=0.5,Tsit5,9,51
T=5 dt=0.5,Tsit5,4,42
T=5 dt=0.5,Tsit5,7,34
T=5 dt=0.5,Tsit5,10,45
T=5 dt=0.5,Tsit5,4,42
T=5 dt=0.5,Tsit5,8,36
T=5 dt=0.5,Tsit5,5,39
T=5 dt=0.5,Tsit5,8,39
T=5 dt=0.5,Tsit5,10,60
T=5 dt=0.5,Tsit5,4,48
T=5 dt=0.5,Tsit5,7,39
T=5 dt=0.5,Tsit5,4,49
T=5 dt=0.5,Tsit5,4,44
T=5 dt=0.5,Tsit5,8,47
T=5 dt=0.5,Tsit5,7,50
T=5 dt=0.5,Tsit5,3,31
T=5 dt=0.5,Tsit5,7,42
T=5 dt=0.5,Tsit5,5,46
T=5 dt=0.5,Tsit5,5,51
T=5 dt=0.5,Tsit5,5,48
T=5 dt=0.5,Tsit5,9,43
T=5 dt=0.5,Tsit5,4,58
T=5 dt=0.5,Tsit5,4,35
T=5 dt=0.5,Tsit5,5,37
T=5 dt=0.5,Tsit5,8,49
T=5 dt=0.5,Tsit5,3,57
T=5 dt=0.5,Tsit5,9,57
T=5 dt=0.5,Tsit5,5,43
T=5 dt=0.5,Tsit5,7,60
T=5 dt=0.5,Tsit5,7,51
T=5 dt=0.5,Tsit5,6,39
T=5 dt=0.5,Tsit5,5,41
T=5 dt=0.5,Tsit5,5,51
T=5 dt=0.5,Tsit5,9,40
T=5 dt=0.5,Tsit5,10,64
T=5 dt=0.5,Tsit5,7,69
T=5 dt=0.5,Tsit5,10,61
T=5 dt=0.5,Tsit5,8,31
T=5 dt=0.5,Tsit5,9,46
T=5 dt=0.5,Tsit5,8,45
T=6 dt=1,Dopri5,4,17
T=6 dt=1,Dopri5,10,22
T=6 dt=1,Dopri5,5,15
T=6 dt=1,Dopri5,4,22
T=6 dt=1,Dopri5,7,17
T=6 dt=1,Dopri5,3,13
T=6 dt=1,Dopri5,5,15
T=6 dt=1,Dopri5,3,12
T=6 dt=1,Dopri5,7,17
T=6 dt=1,Dopri5,4,14
T=6 dt=1,Dopri5,7,18
T=6 dt=1,Dopri5,5,19
T=6 dt=1,Dopri5,9,21
T=6 dt=1,Dopri5,5,17
T=6 dt=1,Dopri5,4,12
T=6 dt=1,Dopri5,5,19
T=6 dt=1,Dopri5,6,16
T=6 dt=1,Dopri5,5,13
T=6 dt=1,Dopri5,3,18
T=6 dt=1,Dopri5,7,23
T=6 dt=1,Dopri5,8,22
T=6 dt=1,Dopri5,8,22
T=6 dt=1,Dopri5,4,13
T=6 dt=1,Dopri5,7,19
T=6 dt=1,Dopri5,5,16
T=6 dt=1,Dopri5,4,14
T=6 dt=1,Dopri5,4,16
T=6 dt=1,Dopri5,3,14
T=6 dt=1,Dopri5,5,18
T=6 dt=1,Dopri5,9,21
T=6 dt=1,Dopri5,6,13
T=6 dt=1,Dopri5,6,18
T=6 dt=1,Dopri5,9,24
T=6 dt=1,Dopri5,10,20
T=6 dt=1,Dopri5,9,22
T=6 dt=1,Dopri5,8,25
T=6 dt=1,Dopri5,5,18
T=6 dt=1,Dopri5,10,19
T=6 dt=1,Dopri5,4,12
T=6 dt=1,Dopri5,3,14
T=6 dt=1,Dopri5,5,14
T=6 dt=1,Dopri5,5,15
T=6 dt=1,Dopri5,3,13
T=6 dt=1,Dopri5,9,22
T=6 dt=1,Dopri5,8,19
T=6 dt=1,Dopri5,10,25
T=6 dt=1,Dopri5,9,27
T=6 dt=1,Dopri5,8,23
T=6 dt=1,Dopri5,8,24
T=6 dt=1,Dopri5,7,23
T=6 dt=1,Dopri5,7,17
T=6 dt=1,Dopri5,6,16
T=6 dt=1,Dopri5,5,17
T=6 dt=1,Dopri5,8,24
T=6 dt=1,Dopri5,7,19
T=6 dt=1,Dopri5,8,17
T=6 dt=1,Dopri5,8,16
T=6 dt=1,Dopri5,4,18
T=6 dt=1,Dopri5,8,27
T=6 dt=1,Dopri5,9,27
T=6 dt=1,Dopri5,4,14
T=6 dt=1,Dopri5,9,21
T=6 dt=1,Dopri5,4,18
T=6 dt=1,Dopri5,9,20
T=6 dt=1,Dopri5,8,17
T=6 dt=1,Dopri5,7,18
T=6 dt=1,Dopri5,3,11
T=6 dt=1,Dopri5,7,18
T=6 dt=1,Dopri5,8,19
T=6 dt=1,Dopri5,9,17
T=6 dt=1,Dopri5,7,21
T=6 dt=1,Dopri5,10,27
T=6 dt=1,Dopri5,6,16
T=6 dt=1,Dopri5,3,14
T=6 dt=1,Dopri5,6,16
T=6 dt=1,Dopri5,8,18
T=6 dt=1,Dopri5,7,18
T=6 dt=1,Dopri5,6,19
T=6 dt=1,Dopri5,9,19
T=6 dt=1,Dopri5,3,21
T=6 dt=1,Dopri5,10,19
T=6 dt=1,Dopri5,8,18
T=6 dt=1,Dopri5,7,17
T=6 dt=1,Dopri5,7,19
T=6 dt=1,Dopri5,4,16
T=6 dt=1,Dopri5,9,18
T=6 dt=1,Dopri5,6,15
T=6 dt=1,Dopri5,7,19
T=6 dt=1,Dopri5,7,21
T=6 dt=1,Dopri5,7,24
T=6 dt=1,Dopri5,5,16
T=6 dt=1,Dopri5,3,15
T=6 dt=1,Dopri5,3,18
T=6 dt=1,Dopri5,7,12
T=6 dt=1,Dopri5,9,21
T=6 dt=1,Dopri5,7,16
T=6 dt=1,Dopri5,10,22
T=6 dt=1,Dopri5,8,15
T=6 dt=1,Dopri5,7,20
T=6 dt=1,Dopri5,3,18
T=6 dt=1,Dopri5,7,21
T=6 dt=1,Dopri5,10,24
T=6 dt=1,Dopri5,4,15
T=6 dt=1,Dopri5,4,16
T=6 dt=1,Dopri5,3,11
T=6 dt=1,Dopri5,5,16
T=6 dt=1,Dopri5,9,22
T=6 dt=1,Dopri5,7,19
T=6 dt=1,Dopri5,6,16
T=6 dt=1,Dopri5,8,18
T=6 dt=1,Dopri5,6,16
T=6 dt=1,Dopri5,3,13
T=6 dt=1,Dopri5,9,15
T=6 dt=1,Dopri5,10,17
T=6 dt=1,Dopri5,3,12
T=6 dt=1,Dopri5,8,23
T=6 dt=1,Dopri5,4,15
T=6 dt=1,Dopri5,10,17
T=6 dt=1,Dopri5,6,16
T=6 dt=1,Dopri5,7,24
T=6 dt=1,Dopri5,4,23
T=6 dt=1,Dopri5,3,12
T=6 dt=1,Dopri5,3,13
T=6 dt=1,Dopri5,3,12
T=6 dt=1,Dopri5,8,21
T=6 dt=1,Dopri5,4,14
T=6 dt=1,Dopri5,6,15
T=6 dt=1,Dopri5,6,18
T=6 dt=1,Dopri5,9,16
T=6 dt=1,Dopri5,8,24
T=6 dt=1,Dopri5,8,20
T=6 dt=1,Dopri5,3,14
T=6 dt=1,Dopri5,5,18
T=6 dt=1,Dopri5,5,17
T=6 dt=1,Dopri5,6,15
T=6 dt=1,Dopri5,6,16
T=6 dt=1,Dopri5,10,28
T=6 dt=1,Dopri5,4,15
T=6 dt=1,Dopri5,8,14
T=6 dt=1,Dopri5,10,17
T=6 dt=1,Dopri5,3,15
T=6 dt=1,Dopri5,3,14
T=6 dt=1,Dopri5,6,15
T=6 dt=1,Dopri5,9,22
T=6 dt=1,Dopri5,9,22
T=6 dt=1,Dopri5,7,26
T=6 dt=1,Dopri5,4,14
T=6 dt=1,Dopri5,7,19
T=6 dt=1,Dopri5,10,20
T=6 dt=1,Dopri5,4,11
T=6 dt=1,Dopri5,3,19
T=6 dt=1,Dopri5,6,14
T=6 dt=1,Dopri5,6,17
T=6 dt=1,Dopri5,10,19
T=6 dt=1,Dopri5,4,19
T=6 dt=1,Dopri5,8,17
T=6 dt=1,Dopri5,3,13
T=6 dt=1,Dopri5,6,21
T=6 dt=1,Dopri5,4,17
T=6 dt=1,Dopri5,5,14
T=6 dt=1,Dopri5,4,16
T=6 dt=1,Dopri5,6,21
T=6 dt=1,Dopri5,5,13
T=6 dt=1,Dopri5,10,20
T=6 dt=1,Dopri5,5,15
T=6 dt=1,Dopri5,5,16
T=6 dt=1,Dopri5,9,26
T=6 dt=1,Dopri5,8,20
T=6 dt=1,Dopri5,6,15
T=6 dt=1,Dopri5,6,14
T=6 dt=1,Dopri5,7,19
T=6 dt=1,Dopri5,10,21
T=6 dt=1,Dopri5,5,13
T=6 dt=1,Dopri5,4,15
T=6 dt=1,Dopri5,7,15
T=6 dt=1,Dopri5,9,19
T=6 dt=1,Dopri5,10,21
T=6 dt=1,Dopri5,6,13
T=6 dt=1,Dopri5,7,15
T=6 dt=1,Dopri5,3,12
T=6 dt=1,Dopri5,5,17
T=6 dt=1,Dopri5,7,17
T=6 dt=1,Dopri5,5,12
T=6 dt=1,Dopri5,8,18
T=6 dt=1,Dopri5,9,20
T=6 dt=1,Dopri5,9,23
T=6 dt=1,Dopri5,4,17
T=6 dt=1,Dopri5,3,16
T=6 dt=1,Dopri5,8,16
T=6 dt=1,Dopri5,6,16
T=6 dt=1,Dopri5,5,12
T=6 dt=1,Dopri5,10,21
T=6 dt=1,Dopri5,9,20
T=6 dt=1,Dopri5,6,14
T=6 dt=1,Dopri5,5,18
T=6 dt=1,Dopri5,4,13
T=6 dt=1,Dopri5,8,20
T=6 dt=1,Dopri5,3,14
T=6 dt=1,Dopri5,9,16
T=6 dt=1,Dopri5,9,24
T=6 dt=1,Dopri5,10,18
T=6 dt=1,Dopri5,3,15
T=6 dt=1,Dopri5,9,24
T=6 dt=1,Dopri5,9,22
T=6 dt=1,Dopri5,9,21
T=6 dt=1,Dopri5,8,27
T=6 dt=1,Dopri5,7,17
T=6 dt=1,Dopri5,5,15
T=6 dt=1,Dopri5,3,13
T=6 dt=1,Dopri5,7,16
T=6 dt=1,Dopri5,7,19
T=6 dt=1,Dopri5,5,12
T=6 dt=1,Dopri5,7,24
T=6 dt=1,Dopri5,9,18
T=6 dt=1,Dopri5,10,20
T=6 dt=1,Dopri5,7,17
T=6 dt=1,Dopri5,5,14
T=6 dt=1,Dopri5,8,22
T=6 dt=1,Dopri5,8,20
T=6 dt=1,Dopri5,10,21
T=6 dt=1,Dopri5,6,23
T=6 dt=1,Dopri5,10,23
T=6 dt=1,Dopri5,7,20
T=6 dt=1,Dopri5,7,21
T=6 dt=1,Dopri5,3,15
T=6 dt=1,Dopri5,9,23
T=6 dt=1,Dopri5,9,21
T=6 dt=1,Dopri5,4,13
T=6 dt=1,Dopri5,10,18
T=6 dt=1,Dopri5,8,17
T=6 dt=1,Dopri5,10,25
T=6 dt=1,Dopri5,9,20
T=6 dt=1,Dopri5,8,20
T=6 dt=1,Dopri5,6,12
T=6 dt=1,Dopri5,9,26
T=6 dt=1,Dopri5,4,13
T=6 dt=1,Dopri5,9,22
T=6 dt=1,Dopri5,3,13
T=6 dt=1,Dopri5,6,15
T=6 dt=1,Dopri5,9,20
T=6 dt=1,Dopri5,9,19
T=6 dt=1,Dopri5,10,24
T=6 dt=1,Dopri5,9,18
T=6 dt=1,Dopri5,5,13
T=6 dt=1,Dopri5,7,15
T=6 dt=1,Dopri5,6,24
T=6 dt=1,Dopri5,9,16
T=6 dt=1,Dopri5,7,16
T=6 dt=1,Dopri5,5,11
T=6 dt=1,Dopri5,3,14
T=6 dt=1,Dopri5,7,19
T=6 dt=1,Dopri5,6,21
T=6 dt=1,Dopri5,5,15
T=6 dt=1,Dopri5,3,16
T=6 dt=1,Dopri5,4,16
T=6 dt=1,Dopri5,9,21
T=6 dt=1,Dopri5,7,23
T=6 dt=1,Dopri5,10,19
T=6 dt=1,Dopri5,3,14
T=6 dt=1,Dopri5,10,18
T=6 dt=1,Dopri5,8,23
T=6 dt=1,Dopri5,6,14
T=6 dt=1,Dopri5,10,17
T=6 dt=1,Dopri5,3,11
T=6 dt=1,Dopri5,3,16
T=6 dt=1,Dopri5,6,22
T=6 dt=1,Dopri5,9,20
T=6 dt=1,Dopri5,4,22
T=6 dt=1,Dopri5,6,23
T=6 dt=1,Dopri5,10,19
T=6 dt=1,Dopri5,3,17
T=6 dt=1,Dopri5,8,24
T=6 dt=1,Dopri5,4,16
T=6 dt=1,Dopri5,8,15
T=6 dt=1,Dopri5,5,18
T=6 dt=1,Dopri5,6,18
T=6 dt=1,Dopri5,4,17
T=6 dt=1,Dopri5,10,26
T=6 dt=1,Dopri5,8,23
T=6 dt=1,Dopri5,9,16
T=6 dt=1,Dopri5,6,22
T=6 dt=1,Dopri5,4,21
T=6 dt=1,Dopri5,8,19
T=6 dt=1,Dopri5,5,13
T=6 dt=1,Dopri5,8,15
T=6 dt=1,Dopri5,10,19
T=6 dt=1,Dopri5,5,18
T=6 dt=1,Dopri5,8,22
T=6 dt=1,Dopri5,4,14
T=6 dt=1,Dopri5,10,19
T=6 dt=1,Dopri5,6,18
T=6 dt=1,Dopri5,6,19
T=6 dt=1,Dopri5,8,23
T=6 dt=1,Dopri5,4,18
T=6 dt=1,Dopri5,9,19
T=6 dt=1,Dopri5,7,21
T=6 dt=1,Dopri5,8,20
T=6 dt=1,Dopri5,9,19
T=6 dt=1,Dopri5,6,15
T=6 dt=1,Dopri5,4,15
T=6 dt=1,Dopri5,6,23
T=6 dt=1,Dopri5,10,16
T=6 dt=1,Dopri5,9,20
T=6 dt=1,Dopri5,5,15
T=6 dt=1,Dopri5,8,16
T=6 dt=1,Dopri5,9,20
T=6 dt=1,Dopri5,5,20
T=6 dt=1,Dopri5,6,21
T=6 dt=1,Dopri5,8,20
T=6 dt=1,Dopri5,9,15
T=6 dt=1,Dopri5,9,23
T=6 dt=1,Dopri5,7,22
T=6 dt=1,Dopri5,3,19
T=6 dt=1,Dopri5,3,12
T=6 dt=1,Dopri5,5,16
T=6 dt=1,Dopri5,3,17
T=6 dt=1,Dopri5,9,21
T=6 dt=1,Dopri5,6,15
T=6 dt=1,Dopri5,5,17
T=6 dt=1,Dopri5,3,12
T=6 dt=1,Dopri5,8,24
T=6 dt=1,Dopri5,5,16
T=6 dt=1,Dopri5,3,12
T=6 dt=1,Dopri5,5,13
T=6 dt=1,Dopri5,7,15
T=6 dt=1,Dopri5,5,17
T=6 dt=1,Dopri5,7,20
T=6 dt=1,Dopri5,3,15
T=6 dt=1,Dopri5,7,19
T=6 dt=1,Dopri5,8,23
T=6 dt=1,Dopri5,4,13
T=6 dt=1,Dopri5,4,13
T=6 dt=1,Dopri5,9,20
T=6 dt=1,Dopri5,5,19
T=6 dt=1,Dopri5,8,26
T=6 dt=1,Dopri5,3,12
T=6 dt=1,Dopri5,3,12
T=6 dt=1,Dopri5,7,16
T=6 dt=1,Dopri5,10,27
T=6 dt=1,Dopri5,3,11
T=6 dt=1,Dopri5,8,18
T=6 dt=1,Dopri5,7,16
T=6 dt=1,Dopri5,10,24
T=6 dt=1,Dopri5,4,14
T=6 dt=1,Dopri5,7,19
T=6 dt=1,Dopri5,7,22
T=6 dt=1,Dopri5,6,19
T=6 dt=1,Dopri5,5,12
T=6 dt=1,Dopri5,4,16
T=6 dt=1,Dopri5,10,18
T=6 dt=1,Dopri5,8,26
T=6 dt=1,Dopri5,8,16
T=6 dt=1,Dopri5,3,18
T=6 dt=1,Dopri5,6,17
T=6 dt=1,Dopri5,3,13
T=6 dt=1,Dopri5,3,14
T=6 dt=1,Dopri5,9,21
T=6 dt=1,Dopri5,10,28
T=6 dt=1,Dopri5,9,19
T=6 dt=1,Dopri5,8,20
T=6 dt=1,Dopri5,7,16
T=6 dt=1,Dopri5,3,16
T=6 dt=1,Dopri5,9,16
T=6 dt=1,Dopri5,7,18
T=6 dt=1,Dopri5,7,21
T=6 dt=1,Dopri5,3,16
T=6 dt=1,Dopri5,9,20
T=6 dt=1,Dopri5,7,23
T=6 dt=1,Dopri5,6,23
T=6 dt=1,Dopri5,6,14
T=6 dt=1,Dopri5,9,19
T=6 dt=1,Dopri5,10,23
T=6 dt=1,Dopri5,4,13
T=6 dt=1,Dopri5,9,20
T=6 dt=1,Dopri5,9,15
T=6 dt=1,Dopri5,5,14
T=6 dt=1,Dopri5,5,13
T=6 dt=1,Dopri5,10,20
T=6 dt=1,Dopri5,5,17
T=6 dt=1,Dopri5,8,19
T=6 dt=1,Dopri5,4,15
T=6 dt=1,Dopri5,7,20
T=6 dt=1,Dopri5,6,16
T=6 dt=1,Dopri5,3,15
T=6 dt=1,Dopri5,7,19
T=6 dt=1,Dopri5,5,15
T=6 dt=1,Dopri5,3,11
T=6 dt=1,Dopri5,9,19
T=6 dt=1,Dopri5,5,21
T=6 dt=1,Dopri5,7,20
T=6 dt=1,Dopri5,5,15
T=6 dt=1,Dopri5,6,16
T=6 dt=1,Dopri5,6,20
T=6 dt=1,Dopri5,8,20
T=6 dt=1,Dopri5,4,18
T=6 dt=1,Dopri5,6,17
T=6 dt=1,Dopri5,6,17
T=6 dt=1,Dopri5,4,12
T=6 dt=1,Dopri5,7,16
T=6 dt=1,Dopri5,8,15
T=6 dt=1,Dopri5,5,15
T=6 dt=1,Dopri5,5,17
T=6 dt=1,Dopri5,10,25
T=6 dt=1,Dopri5,7,19
T=6 dt=1,Dopri5,4,14
T=6 dt=1,Dopri5,6,22
T=6 dt=1,Dopri5,9,17
T=6 dt=1,Dopri5,4,16
T=6 dt=1,Dopri5,10,23
T=6 dt=1,Dopri5,4,17
T=6 dt=1,Dopri5,4,12
T=6 dt=1,Dopri5,7,20
T=6 dt=1,Dopri5,3,11
T=6 dt=1,Dopri5,5,18
T=6 dt=1,Dopri5,5,18
T=6 dt=1,Dopri5,5,18
T=6 dt=1,Dopri5,6,14
T=6 dt=1,Dopri5,5,16
T=6 dt=1,Dopri5,3,11
T=6 dt=1,Dopri5,6,23
T=6 dt=1,Dopri5,9,18
T=6 dt=1,Dopri5,8,18
T=6 dt=1,Dopri5,10,21
T=6 dt=1,Dopri5,10,24
T=6 dt=1,Dopri5,3,12
T=6 dt=1,Dopri5,3,16
T=6 dt=1,Dopri5,4,14
T=6 dt=1,Dopri5,3,14
T=6 dt=1,Dopri5,3,15
T=6 dt=1,Dopri5,7,20
T=6 dt=1,Dopri5,5,13
T=6 dt=1,Dopri5,8,15
T=6 dt=1,Dopri5,9,16
T=6 dt=1,Dopri5,10,19
T=6 dt=1,Dopri5,7,18
T=6 dt=1,Dopri5,6,17
T=6 dt=1,Dopri5,4,12
T=6 dt=1,Dopri5,5,16
T=6 dt=1,Dopri5,7,24
T=6 dt=1,Dopri5,8,17
T=6 dt=1,Dopri5,5,18
T=6 dt=1,Dopri5,10,20
T=6 dt=1,Dopri5,6,16
T=6 dt=1,Dopri5,6,15
T=6 dt=1,Dopri5,8,19
T=6 dt=1,Dopri5,5,16
T=6 dt=1,Dopri5,6,17
T=6 dt=1,Dopri5,5,22
T=6 dt=1,Dopri5,3,14
T=6 dt=1,Dopri5,8,24
T=6 dt=1,Dopri5,7,16
T=6 dt=1,Dopri5,6,16
T=6 dt=1,Dopri5,6,16
T=6 dt=1,Dopri5,7,20
T=6 dt=1,Dopri5,6,17
T=6 dt=1,Dopri5,6,17
T=6 dt=1,Dopri5,3,16
T=6 dt=1,Dopri5,4,13
T=6 dt=1,Dopri5,4,15
T=6 dt=1,Dopri5,5,15
T=6 dt=1,Dopri5,9,24
T=6 dt=1,Dopri5,4,14
T=6 dt=1,Dopri5,7,17
T=6 dt=1,Dopri5,10,23
T=6 dt=1,Dopri5,4,12
T=6 dt=1,Dopri5,8,23
T=6 dt=1,Dopri5,5,14
T=6 dt=1,Dopri5,8,19
T=6 dt=1,Dopri5,10,24
T=6 dt=1,Dopri5,4,18
T=6 dt=1,Dopri5,7,24
T=6 dt=1,Dopri5,4,15
T=6 dt=1,Dopri5,4,12
T=6 dt=1,Dopri5,8,17
T=6 dt=1,Dopri5,7,15
T=6 dt=1,Dopri5,3,13
T=6 dt=1,Dopri5,7,18
T=6 dt=1,Dopri5,5,27
T=6 dt=1,Dopri5,5,12
T=6 dt=1,Dopri5,5,13
T=6 dt=1,Dopri5,9,21
T=6 dt=1,Dopri5,4,12
T=6 dt=1,Dopri5,4,16
T=6 dt=1,Dopri5,5,13
T=6 dt=1,Dopri5,8,19
T=6 dt=1,Dopri5,3,18
T=6 dt=1,Dopri5,9,22
T=6 dt=1,Dopri5,5,15
T=6 dt=1,Dopri5,7,24
T=6 dt=1,Dopri5,7,13
T=6 dt=1,Dopri5,6,16
T=6 dt=1,Dopri5,5,13
T=6 dt=1,Dopri5,5,14
T=6 dt=1,Dopri5,9,24
T=6 dt=1,Dopri5,10,20
T=6 dt=1,Dopri5,7,17
T=6 dt=1,Dopri5,10,18
